empid,firstname,lastname,gender,email,dateofbirth,ageinyears,weightinkgs,yearofjoining,ssn,phoneno,city,zip,region,userid,password,stat
468128,Larry,Gray,M,larry.gray@outlook.com,9/14/1993,23.88,79,2015,177-86-6879,210-262-9740,San Augustine,75972,South,lggray,N|bttAfro,Stop
884877,Wilbur,Bates,M,wilbur.bates@verizon.net,7/27/1989,28.02,76,2012,121-98-0891,212-993-7125,West Copake,12593,Northeast,wpbates,87AsG3A_,Running
870904,Maxine,Moran,F,maxine.moran@gmail.com,4/27/1968,49.28,57,2009,084-02-1509,212-589-4230,Hogansburg,13655,Northeast,mfmoran,z2nBg#~A:R9,Running
926224,Kathleen,Middleton,F,kathleen.middleton@yahoo.com,3/5/1979,38.42,45,2009,050-02-2695,270-462-8251,Somerset,42502,South,ktmiddleton,0a<%xGdvNgFA,Running
220061,Norbert,Joyner,M,norbert.joyner@gmail.com,4/18/1966,51.31,50,2008,765-27-9014,308-463-4519,Schuyler,68661,Midwest,npjoyner,tK}l@RUIX3~z,Stop
125823,Chadwick,Walton,M,chadwick.walton@earthlink.net,2/17/1966,51.48,61,2008,496-29-1717,215-345-7279,Lattimer Mines,18234,Northeast,cgwalton,bUf}27f|hM9,Stop
768943,Connie,Shaffer,F,connie.shaffer@walmart.com,8/10/1973,43.99,52,1999,508-57-3446,239-957-2975,Casselberry,32718,South,coshaffer,0P&f1[+a~hMh,Running
591698,Bobbie,Singleton,F,bobbie.singleton@yahoo.com,1/31/1985,32.51,46,2011,017-94-0645,212-653-6029,Jamaica,11435,Northeast,bcsingleton,Bzc:YC<gD[i/>F/,Running
700418,Lesley,Rollins,F,lesley.rollins@aol.com,3/2/1995,22.42,51,2017,540-83-5227,209-231-7124,Nuevo,92567,West,lkrollins,TX&a.6V4B]w~,Stop
476635,Victoria,Howe,F,victoria.howe@gmail.com,2/9/1968,49.5,59,1995,587-99-9556,216-303-3981,Toledo,43657,Midwest,vhhowe,gZ_@l_bY!M?Fs#,Stop
785299,Marc,Nixon,M,marc.nixon@gmail.com,2/20/1970,47.47,56,2005,251-99-1319,215-276-4646,East Hickory,16321,Northeast,mfnixon,kwDez~:**7+vBI},Stop
225139,Elias,Pena,M,elias.pena@hotmail.com,3/18/1996,21.38,58,2017,579-53-7330,270-272-3267,Mayking,41837,South,eapena,u3#Bt/kNd}6|x,Stop
308125,Flossie,Mcpherson,F,flossie.mcpherson@gmail.com,11/18/1969,47.72,47,1996,705-18-7866,208-965-8377,Nezperce,83543,West,fcmcpherson,W--AWA*86,Stop
129426,Lana,Hayes,F,lana.hayes@hotmail.com,12/17/1975,41.64,40,2013,231-99-5548,316-644-3677,Shawnee Mission,66219,Midwest,lehayes,jE0rUVi1@Y^,Stop
399192,Nick,Wilcox,M,nick.wilcox@bellsouth.net,11/18/1976,40.72,60,2012,027-92-5366,217-505-1313,Glen Ellyn,60137,Midwest,ncwilcox,y&XMj7-I9*pimca,Stop
555551,Nona,Buck,F,nona.buck@outlook.com,6/9/1988,29.15,59,2010,654-38-4904,210-661-7658,Odessa,79763,South,nwbuck,ZbqBrr{y,Running
245059,Abdul,Barnett,M,abdul.barnett@hotmail.com,3/26/1985,32.36,79,2011,580-41-6312,236-885-1600,Alexandria,22307,South,akbarnett,wS_FOPH}1nw/,Running
423008,Inez,Kane,F,inez.kane@ntlworld.com,5/12/1985,32.23,43,2009,265-99-4110,209-572-5312,Sierra Madre,91025,West,ickane,H>Ee>>g\iy,Running
316407,Raquel,Bray,F,raquel.bray@hotmail.co.uk,12/9/1993,23.65,57,2015,628-31-5360,212-329-7544,Pine Island,10969,Northeast,rabray,4B5j%Pwt,Running
410027,Sean,Noble,M,sean.noble@cox.net,8/17/1962,54.98,78,2011,557-99-1301,209-586-9398,Corona,92879,West,sfnoble,g~q>_23U@p9L}f,Running
307715,Fred,Woodward,M,fred.woodward@hotmail.com,12/23/1970,46.63,61,2003,715-18-1976,209-240-2610,North Palm Springs,92258,West,fiwoodward,b0E;1tWzG.$bWR,Running
690117,Sylvester,Salas,M,sylvester.salas@outlook.com,9/25/1987,29.86,60,2016,276-17-7941,239-817-0332,Sarasota,34241,South,sqsalas,af<@LoZHaVGQWW6,Stop
149844,Berta,Irwin,F,berta.irwin@gmail.com,1/12/1983,34.56,40,2012,650-62-5600,212-758-0414,Holbrook,11741,Northeast,bpirwin,Z#M\0V<#aN\[hlM,Stop
116530,Noelle,Paul,F,noelle.paul@yahoo.com,2/1/1964,53.52,41,1988,475-55-5235,605-838-1184,Crocker,57229,Midwest,ngpaul,MbS_ve+L,Stop
234429,Chrystal,Swanson,F,chrystal.swanson@aol.com,2/25/1984,33.44,56,2007,584-99-3299,215-902-9729,Norristown,19401,Northeast,cdswanson,R>P2t{e{rv.Tx,Running
437970,Reggie,Nolan,M,reggie.nolan@gmail.com,9/17/1989,27.88,66,2013,126-98-3026,319-430-2681,Woodward,50276,Midwest,rrnolan,K.pAyOb!Q,Running
766745,Joanne,Melton,F,joanne.melton@verizon.net,12/19/1964,52.64,47,2006,265-99-9921,216-426-9488,Cincinnati,45253,Midwest,jkmelton,UlW?aBVTacKj\,Stop
684446,Bryon,Gardner,M,bryon.gardner@aol.com,2/23/1985,32.45,83,2008,482-41-1206,209-532-8208,Platina,96076,West,bjgardner,x\N_X$C._!,Running
385932,Noreen,Vincent,F,noreen.vincent@yahoo.com,9/15/1994,22.88,47,2016,119-98-0757,270-268-3778,Fisty,41743,South,nmvincent,1zB$#+{AY{tV,Stop
862150,Mathew,Duran,M,mathew.duran@aol.com,9/6/1993,23.91,89,2015,681-24-3625,302-891-8805,Millville,19967,South,msduran,G|S_Ykzj2,Stop
635915,Herminia,Morin,F,herminia.morin@yahoo.com,2/24/1961,56.46,50,1989,481-41-6687,252-295-6841,Reidsville,27320,South,himorin,HFkKuAPa8Vq,Running
540696,Luke,Craft,M,luke.craft@apple.com,8/25/1984,32.95,86,2013,548-99-4491,270-381-3548,Harned,40144,South,lycraft,Z^pd7%Q9s^l*uG,Running
870351,Ronny,Long,M,ronny.long@microsoft.com,12/10/1982,34.65,60,2009,445-27-1852,319-680-3248,Thompson,50478,Midwest,rclong,0&$Y{QQ~!V,Stop
360498,Jeannine,Vaughn,F,jeannine.vaughn@aol.com,4/9/1978,39.33,52,2014,034-92-7282,207-276-8057,Bingham,4920,Northeast,jevaughn,ePVxuf<0cW/WD,Stop
397164,Silvia,Huff,F,silvia.huff@gmail.com,2/12/1974,43.48,46,2009,101-02-3793,210-570-5638,Fort Worth,76179,South,sfhuff,H-nXtC%M-2,Stop
488068,Margo,Hoffman,F,margo.hoffman@gmail.com,5/14/1985,32.23,52,2009,500-29-6149,207-512-9091,Crouseville,4738,Northeast,mkhoffman,vBqm?*5P,Stop
890432,Kimberly,Summers,F,kimberly.summers@msn.com,12/31/1958,58.61,41,2006,125-98-6121,270-484-2113,Carter,41128,South,kksummers,k_#wuxwqj^>IfZ,Running
935890,Jodie,Mckinney,F,jodie.mckinney@bp.com,10/16/1995,21.8,44,2016,337-11-9823,423-906-6653,Miston,38056,South,jimckinney,bQ5Bdup#ngI,Running
541867,Lorrie,Leblanc,F,lorrie.leblanc@gmail.com,1/12/1968,49.58,42,1993,268-17-3666,209-971-3069,San Bernardino,92408,West,lvleblanc,YNPPUYK+W,Running
885774,Miles,Giles,M,miles.giles@yahoo.com,8/3/1976,41.01,64,2007,067-02-8021,219-201-2782,Indianapolis,46298,Midwest,mqgiles,s4Zs7s+zFZ*g,Stop
979649,Jamar,Castaneda,M,jamar.castaneda@yahoo.com,5/11/1982,35.24,76,2006,441-29-0134,302-432-3433,Wilmington,19889,South,jqcastaneda,o>A?Qf*}v-,Running
599012,Amber,Warner,F,amber.warner@hotmail.com,11/19/1957,59.73,58,2016,214-91-0355,229-317-6542,Darien,31305,South,azwarner,J:N;5ljQi,Stop
204626,Sterling,Patel,M,sterling.patel@aol.com,2/15/1966,51.48,59,2001,694-16-8263,206-767-7661,Burton,98013,West,sxpatel,Ax><l*3WSal@.1~,Running
830006,Enid,Pearson,F,enid.pearson@cox.net,7/28/1972,45.03,60,2006,363-39-7730,201-401-9033,Brick,8724,Northeast,empearson,TN-6vBGE,Stop
127205,Annmarie,Frye,F,annmarie.frye@charter.net,6/4/1986,31.17,40,2013,082-02-2486,219-931-4746,Smithville,47458,Midwest,acfrye,7X1fHgcDC,Stop
215589,Molly,Roach,F,molly.roach@gmail.com,10/21/1966,50.8,60,2005,060-02-6264,262-674-8386,Fairwater,53931,Midwest,mxroach,2ne>f[Chx,Stop
621606,Rogelio,Poole,M,rogelio.poole@exxonmobil.com,3/31/1992,25.34,67,2014,395-33-4076,405-479-3205,Vici,73859,South,rppoole,T;y<nb9}Vy?B,Stop
223379,Mathew,Duke,M,mathew.duke@rediffmail.com,1/17/1993,24.54,70,2015,115-98-3680,316-687-4762,Ramona,67475,Midwest,mpduke,c5Z;2Y}K@8n3A-Q,Running
236366,Lewis,Ayala,M,lewis.ayala@gmail.com,11/29/1992,24.68,71,2016,468-57-8809,252-216-6091,Lexington,27292,South,lqayala,c/&oi~\^,Running
798043,Claudette,Walter,F,claudette.walter@outlook.com,2/17/1984,33.47,43,2012,521-99-8220,212-366-5351,Albany,12226,Northeast,cbwalter,NzF8\Y+|V:,Running
811092,Tracie,Delaney,F,tracie.delaney@hotmail.com,5/31/1973,44.19,53,2011,719-18-7122,239-752-5987,The Villages,32163,South,tbdelaney,lJeXKWzfS:e,Stop
288820,Eric,Mccullough,M,eric.mccullough@gmail.com,10/17/1965,51.81,54,1997,208-84-0053,216-663-9379,Lafayette,45854,Midwest,enmccullough,5j<Md4:9S,Running
138351,Nestor,Carney,M,nestor.carney@gmail.com,6/5/1975,42.18,79,1996,444-27-6764,314-545-0008,Warsaw,65355,Midwest,njcarney,szc11>yW\VkBn,Stop
130501,Mitzi,Mueller,F,mitzi.mueller@hotmail.com,3/3/1967,50.44,47,2010,250-99-5174,302-207-3101,Rockland,19732,South,mpmueller,b$!]:5s]4d?khH,Stop
587373,Lillian,Atkinson,F,lillian.atkinson@aol.com,2/25/1993,24.44,40,2016,085-02-7955,209-957-4797,Clipper Mills,95930,West,ljatkinson,N8Bq[8Vf,Running
750124,Barry,Garner,M,barry.garner@gmail.com,12/21/1979,37.63,64,2014,638-29-1816,479-955-4801,Donaldson,71941,South,bagarner,2|j[]f|pTTZY7,Running
495105,Coleen,Morris,F,coleen.morris@gmail.com,11/16/1995,21.71,48,2017,058-02-1043,215-600-1535,Holmes,19043,Northeast,cvmorris,Maib-92;G,Stop
282678,Marci,Alvarado,F,marci.alvarado@gmail.com,5/31/1966,51.19,52,2007,428-99-9355,803-237-9797,Bowling Green,29703,South,moalvarado,S2i0hVZ25hN;<,Stop
241302,Monty,Lancaster,M,monty.lancaster@walmart.com,3/18/1960,57.4,50,1985,759-12-6657,236-489-0926,Sedley,23878,South,mrlancaster,j7?pg#Oh.8q,Stop
790290,Norris,Adams,M,norris.adams@yahoo.com,10/21/1993,23.78,89,2016,551-99-9716,215-214-5440,Georgetown,15043,Northeast,nradams,r#h:F+Q\pd,Running
924304,Elvira,Byrd,F,elvira.byrd@gmail.com,2/7/1990,27.49,54,2011,552-99-8369,270-690-8211,Louisville,40269,South,edbyrd,x[ZUnmeGuEH*,Stop
234880,Keven,Logan,M,keven.logan@gmail.com,2/11/1989,28.48,63,2012,213-91-1279,215-821-6108,Philadelphia,19126,Northeast,kelogan,t[Zw</>u,Running
443072,Rosendo,Rasmussen,M,rosendo.rasmussen@earthlink.net,10/26/1978,38.78,64,2001,474-55-7843,209-570-8160,Ripley,92272,West,rrrasmussen,T[k8E-01,Running
232070,Carly,Leach,F,carly.leach@cox.net,1/3/1971,46.6,60,2013,457-99-5283,231-419-8211,Oakland,48363,Midwest,crleach,Q>R3JPD}\stAF,Running
902132,Colleen,Bray,F,colleen.bray@hotmail.com,4/7/1982,35.33,57,2014,614-87-2498,239-748-0076,Jacksonville,32211,South,cnbray,DPNL^?_dNw,Running
280781,Ollie,William,F,ollie.william@verizon.net,10/19/1979,37.8,43,2007,542-81-4737,210-447-5194,Gillett,78116,South,ogwilliam,Dcb~:Uo96q,Running
589440,Hilario,Vang,M,hilario.vang@gmail.com,6/6/1978,39.17,89,2011,176-86-5658,212-345-2791,Ridge,11961,Northeast,hbvang,lCqs|nMPMy8lPJ,Stop
940754,Nadine,Blanchard,F,nadine.blanchard@exxonmobil.com,3/14/1978,39.4,52,2001,010-94-5824,209-571-2529,Los Molinos,96055,West,nxblanchard,rFaX>{9d.A+j_h,Running
888277,Wm,Carroll,M,wm.carroll@gmail.com,5/16/1987,30.22,67,2017,114-98-9215,212-333-9668,Unionville,10988,Northeast,wccarroll,Kj@}[v<]4_/yn,Stop
430202,Minnie,Mckee,F,minnie.mckee@gmail.com,8/26/1995,21.94,59,2016,353-08-1806,216-831-2721,Swanton,43558,Midwest,mbmckee,e/EKgLY/mY,Running
928723,Angela,Compton,F,angela.compton@gmail.com,1/21/1967,50.55,40,2008,045-15-8779,802-785-3606,Middletown Springs,5757,Northeast,amcompton,jjnQQt9DZi,Stop
449164,Lillian,Gill,F,lillian.gill@gmail.com,7/28/1970,47.03,47,2000,258-99-9431,505-396-0307,Claunch,87011,West,lhgill,E1^iR6&Y}51;c,Running
117603,Bob,Weiss,M,bob.weiss@hotmail.com,10/26/1991,25.77,61,2012,143-23-1339,212-927-2029,North Collins,14111,Northeast,bwweiss,7Z3pv~48p>,Running
811884,Edwin,Perez,M,edwin.perez@gmail.com,2/27/1992,25.43,84,2014,339-11-7841,262-268-3289,Crivitz,54114,Midwest,eaperez,AUNjyd~w;144&>,Stop
463579,Bernardo,Langley,M,bernardo.langley@hotmail.com,10/21/1972,44.8,89,2007,350-08-5414,229-818-8713,Atlanta,30348,South,bwlangley,xZU~V<.&^d8,Stop
915993,William,Morrison,M,william.morrison@gmail.com,3/30/1967,50.36,90,2001,620-85-9976,405-559-1017,Longdale,73755,South,wkmorrison,J0LrzvJ#VtS,Running
836259,Vance,Osborne,M,vance.osborne@shaw.ca,11/9/1972,44.75,70,2001,728-14-3717,503-546-8875,Independence,97351,West,vaosborne,tPIA&tanN8t:X,Stop
520719,Edmund,Salas,M,edmund.salas@aol.com,7/8/1959,58.1,60,1989,717-18-6482,217-682-7457,Hillsboro,62049,Midwest,eesalas,2uSg^~?^&,Stop
409341,Imogene,Sanders,F,imogene.sanders@yahoo.com,6/3/1985,32.17,50,2012,681-24-8302,319-714-7958,Hayesville,52562,Midwest,iosanders,bRxABKKH?d2:,Stop
528576,Darin,Callahan,M,darin.callahan@gmail.com,10/27/1992,24.77,72,2014,381-37-2114,406-263-9628,Avon,59713,West,dfcallahan,ft}IPjQ$t!y,Stop
315565,Loretta,Sawyer,F,loretta.sawyer@hotmail.com,1/23/1996,21.53,47,2017,069-02-8229,270-277-4308,Nerinx,40049,South,lmsawyer,Xwm/0isr9T{f+,Running
242740,Olive,Livingston,F,olive.livingston@charter.net,2/9/1981,36.49,55,2002,429-99-4646,314-500-3453,Alba,64830,Midwest,ollivingston,u~f!bRIHwDQY1,Running
763459,Gino,Mcconnell,M,gino.mcconnell@aol.com,10/8/1975,41.83,73,2005,691-18-9714,803-885-7673,Coosawatchie,29912,South,gamcconnell,jFqP&q/9%CJ/I,Stop
239010,Fred,Hayes,M,fred.hayes@yahoo.com,12/17/1979,37.64,59,2001,241-99-6276,228-610-8759,Pleasant Grove,38657,South,fehayes,FM&o*9hh4KoJ,Running
865905,Nelson,Wilkins,M,nelson.wilkins@earthlink.net,12/12/1961,55.66,67,2017,592-99-8788,479-735-4213,Fort Smith,72918,South,nowilkins,Bvdbp_9uk,Stop
657908,Joyce,Hooper,F,joyce.hooper@hotmail.com,2/21/1980,37.46,45,2002,211-84-7533,270-280-4283,Murray,42071,South,jkhooper,fi!IFMNi<9k,Running
652723,Juliana,Rowland,F,juliana.rowland@aol.com,4/7/1993,24.32,47,2016,104-02-6452,314-819-1491,Saint Louis,63130,Midwest,jwrowland,Z}N2lR.Mqm~y_M%,Running
944699,Norris,Mack,M,norris.mack@yahoo.co.in,9/18/1983,33.88,73,2009,011-94-3680,339-617-2666,Erving,1344,Northeast,nsmack,O9%PGE4VjZ[E,Stop
517283,Tom,Frye,M,tom.frye@gmail.com,4/9/1976,41.33,72,2015,655-36-6334,225-574-3475,Deridder,70634,South,tbfrye,u%XVyxtwE8u2C,Stop
176214,Josephine,Pitts,F,josephine.pitts@hotmail.com,12/29/1972,44.61,58,2008,285-15-3625,216-702-5455,Reynoldsburg,43068,Midwest,jgpitts,iZ9ikk~TAMRmvP,Running
680485,Les,Brady,M,les.brady@gmail.com,7/6/1990,27.08,63,2016,240-99-4848,206-830-5542,Tacoma,98419,West,lwbrady,t7So}Zu-z,Stop
891142,Jaime,Avery,M,jaime.avery@aol.com,3/7/1967,50.43,63,2005,144-23-1324,701-430-8105,Verona,58490,Midwest,jmavery,1}DZ3eDCPX^,Running
810984,Marissa,Caldwell,F,marissa.caldwell@aol.com,10/3/1979,37.84,56,2000,560-99-3843,229-266-9475,Atlanta,30302,South,mlcaldwell,acZQ9B]TFF}2,Running
896022,Lavern,Gardner,M,lavern.gardner@aol.com,10/19/1971,45.81,50,1998,385-37-9685,219-973-4977,Richmond,47375,Midwest,lxgardner,aRg<n9!GrVUkZ6,Running
162773,Evangeline,Mejia,F,evangeline.mejia@gmail.com,9/6/1959,57.93,42,2010,202-84-5766,385-955-8462,Cedar City,84721,West,ekmejia,9<*iuMkVX0O,Running
408036,Brandy,Carr,F,brandy.carr@btinternet.com,11/21/1976,40.71,50,2008,228-99-6983,701-618-4337,Watford City,58854,Midwest,bocarr,PVc!^1+enB3,Running
591248,Molly,Manning,F,molly.manning@hotmail.com,6/11/1962,55.17,48,2004,302-15-1318,316-214-2098,Russell Springs,67755,Midwest,momanning,l$\j}u\^UuIY7,Stop
562393,Gale,Perez,M,gale.perez@rediffmail.com,12/2/1964,52.69,60,1994,514-31-5757,701-825-3358,Killdeer,58640,Midwest,grperez,qcLj0_C|0Pt,Stop
808843,Merlin,Yates,M,merlin.yates@yahoo.co.uk,1/1/1991,26.59,80,2012,695-16-9603,215-757-1383,Fawn Grove,17321,Northeast,mzyates,5Vq4x<9LuCnxEA,Stop
645393,Nelson,Mooney,M,nelson.mooney@yahoo.com,6/2/1967,50.19,62,1995,469-57-4220,314-674-3119,California,65018,Midwest,nhmooney,KLhyrpN84.it,Stop
685818,Jackson,Bass,M,jackson.bass@gmail.com,3/14/1983,34.4,50,2013,327-11-0796,228-942-3725,Jackson,39201,South,jebass,0MrynZ>O$5DbcuS,Stop
747647,Trisha,Mueller,F,trisha.mueller@bp.com,6/13/1975,42.15,50,2006,156-23-0167,212-514-3604,Niverville,12130,Northeast,tumueller,9rC7U6_iaF@{k}x,Running
846178,Lilia,Collins,F,lilia.collins@yahoo.com,6/7/1980,37.16,46,2004,218-89-1286,209-724-7936,Aromas,95004,West,licollins,6ms_xt/ct%Qzb,Running
754091,Kimberly,Cantu,F,kimberly.cantu@yahoo.com,10/7/1976,40.83,46,2002,226-99-7374,308-517-8706,Kenesaw,68956,Midwest,krcantu,8ZfhIzDFSI+xi-,Stop
808727,Luciano,Jordan,M,luciano.jordan@aol.com,4/23/1994,23.28,67,2016,031-92-1343,212-601-9238,Geneseo,14454,Northeast,lbjordan,LFSbj6M.OP1[1W,Running
143029,Danny,Robbins,M,danny.robbins@hotmail.com,9/27/1963,53.87,87,1999,586-67-4518,219-323-1225,Bluffton,46714,Midwest,dhrobbins,ZuMN9Sjq,Stop
923271,Wilfredo,Richards,M,wilfredo.richards@gmail.com,12/13/1960,56.66,64,1985,356-08-5270,218-269-4257,Randall,56475,Midwest,wjrichards,k|Eg!dp4}L!w,Running
621988,Callie,Snider,F,callie.snider@yahoo.com,12/18/1989,27.63,44,2012,219-89-6568,505-793-7860,Ocate,87734,West,cysnider,94<ECS<@|ekH>>,Running
240842,Rachelle,Reed,F,rachelle.reed@yahoo.co.uk,11/27/1977,39.69,55,2010,770-02-4059,210-267-6023,El Paso,79994,South,rjreed,a~o$mqx1,Running
517038,Bobbi,Olson,F,bobbi.olson@hotmail.com,11/3/1963,53.77,57,2017,313-35-8701,319-758-4226,Keystone,52249,Midwest,bmolson,b0CoEX?\X,Stop
456842,Kris,Richards,F,kris.richards@aol.com,2/24/1966,51.46,50,2011,512-33-0548,314-830-8975,Leeton,64761,Midwest,ksrichards,H+Ibu?khYD,Stop
276700,Marissa,Meyer,F,marissa.meyer@rediffmail.com,7/13/1958,59.08,40,1995,321-11-2706,701-369-9836,Davenport,58021,Midwest,mjmeyer,8Bhk{4Bg,Stop
510431,Jamar,Reese,M,jamar.reese@hotmail.co.uk,6/13/1965,52.16,58,1999,505-59-7074,405-738-3960,Texola,73668,South,jzreese,RGL\OoeE?+>,Stop
451543,Nelda,Webster,F,nelda.webster@gmail.com,1/16/1986,31.55,59,2016,368-39-5885,229-950-3117,Columbus,31909,South,newebster,WrZHypJ.>,Running
423508,Carolina,Bruce,F,carolina.bruce@aol.com,10/6/1971,45.84,54,2007,156-23-5637,201-569-3227,Newark,7193,Northeast,cfbruce,6r1ztN^9V,Running
399486,Terri,Phelps,F,terri.phelps@microsoft.com,11/23/1975,41.71,41,1998,280-15-2470,231-941-6394,Copper City,49917,Midwest,tkphelps,E39a$cMD,Running
295933,Nestor,Rosales,M,nestor.rosales@aol.com,4/5/1979,38.34,67,2010,027-92-0549,423-342-5433,Clarksville,37041,South,nlrosales,qmqqs<-kNvI,Running
855670,Adrian,Robles,F,adrian.robles@gmail.com,6/8/1958,59.18,40,1982,526-99-7519,212-956-0905,Glen Spey,12737,Northeast,alrobles,YS*jn1ClERUn,Running
151449,Kyle,Rios,M,kyle.rios@yahoo.co.uk,2/9/1993,24.48,55,2016,331-11-3592,303-875-0643,Pine,80470,West,kyrios,nW?*J>>U//K},Running
394700,Domingo,Wilkinson,M,domingo.wilkinson@outlook.com,1/21/1985,32.54,80,2008,471-57-3328,262-227-1790,Milwaukee,53221,Midwest,dywilkinson,1^netFI1}/s7Jcy,Running
328740,Leonardo,Bird,M,leonardo.bird@bp.com,1/24/1974,43.54,58,1997,495-29-1676,228-228-5325,Macon,39341,South,ltbird,e:7JFAL]gmw3zm,Running
924134,Hubert,Zimmerman,M,hubert.zimmerman@gmail.com,3/22/1980,37.38,59,2009,076-02-8334,270-258-3097,Rush,41168,South,hpzimmerman,8V%:ss\-njA{,Running
556518,Kory,Frank,M,kory.frank@yahoo.co.in,8/29/1987,29.93,61,2010,654-38-6993,205-760-7355,Leeds,35094,South,kgfrank,CuUQ\7U4t_e!HX,Running
237003,Tami,Hayes,F,tami.hayes@gmail.com,12/18/1992,24.62,58,2016,413-99-8525,307-371-2781,Dayton,82836,West,tzhayes,Ma}a$t~}mm}HeLC,Stop
518193,Amanda,Carr,F,amanda.carr@gmail.com,5/27/1973,44.2,53,2009,510-33-9678,210-872-1018,Agua Dulce,78330,South,aycarr,FyJlDR]4,Running
540019,Stephen,Bauer,M,stephen.bauer@sbcglobal.net,6/13/1990,27.14,50,2013,071-02-1344,201-262-7702,Jersey City,7308,Northeast,sjbauer,4x4^ctqA~4,Running
489463,Johnie,Carney,M,johnie.carney@yahoo.com,6/7/1991,26.16,82,2015,044-15-2958,236-562-1999,Stanardsville,22973,South,jgcarney,jqJpw@i[st,Running
763039,Rebekah,Hull,F,rebekah.hull@earthlink.net,1/25/1973,44.53,49,2017,240-99-2092,303-243-8627,Glen Haven,80532,West,rjhull,Zf3rjz\UV,Stop
854365,Kelly,Spence,F,kelly.spence@yahoo.co.uk,3/12/1972,45.41,40,1997,643-29-0812,210-574-2395,Penwell,79776,South,kgspence,newwzzOi6%Ok9R+,Running
233110,Tracie,Estes,F,tracie.estes@hotmail.com,5/11/1982,35.24,60,2012,323-11-2842,201-900-5228,North Bergen,7047,Northeast,tkestes,6/FU*}/.CyRw1;&,Stop
416483,Bennett,Le,M,bennett.le@gmail.com,8/8/1982,34.99,76,2004,524-99-8128,252-545-5705,Winston Salem,27107,South,bhle,5^_%N_BIq|YXgB,Stop
629763,Vernon,Bass,M,vernon.bass@aol.com,10/6/1962,54.85,79,2013,763-12-3837,215-737-1085,Hallstead,18822,Northeast,vvbass,MHr++F/_TjzDn%,Stop
755278,Theron,Sweet,M,theron.sweet@gmail.com,3/15/1995,22.39,86,2016,394-33-3362,209-659-1839,Orange,92862,West,tesweet,0L?N4x@vy1q/4HW,Running
471560,Ernie,Holden,M,ernie.holden@yahoo.com,11/28/1983,33.69,88,2013,131-98-7403,316-629-8682,Durham,67438,Midwest,eyholden,m8^RYzxq,Running
988676,Shawn,Rasmussen,M,shawn.rasmussen@gmail.com,12/4/1978,38.67,51,2013,405-73-3684,218-496-2108,Manhattan Beach,56463,Midwest,scrasmussen,n@^3~5bzj2,Running
606109,Enrique,Adams,M,enrique.adams@rediffmail.com,12/14/1965,51.65,58,2001,332-11-4351,405-571-4413,Binger,73009,South,emadams,D!YM^nPD8QN,Stop
414129,Ernie,Aguilar,M,ernie.aguilar@aol.com,8/8/1960,57.01,54,2001,478-43-2646,210-379-4233,Higgins,79046,South,ehaguilar,XYuSEU*^SNl$N,Stop
286890,Carolyn,Donaldson,F,carolyn.donaldson@gmail.com,4/29/1960,57.28,41,2005,579-53-2885,231-530-3573,Eben Junction,49825,Midwest,csdonaldson,Mq6yrIN}k6,Stop
944811,Margie,Deleon,F,margie.deleon@sbcglobal.net,4/13/1979,38.32,47,2005,329-11-0331,262-328-7339,Port Washington,53074,Midwest,msdeleon,A><**d4h5t^yY,Stop
975770,Keven,Collins,M,keven.collins@gmail.com,7/12/1972,45.07,75,1995,294-15-0007,479-891-5368,Atkins,72823,South,kfcollins,lr2_R?L^2,Stop
590955,Bruce,Colon,M,bruce.colon@microsoft.com,5/2/1972,45.27,79,2010,533-71-6012,231-408-6959,Ida,48140,Midwest,bqcolon,xyg0b7hn;ab,Stop
565658,Kristen,Lott,F,kristen.lott@msn.com,7/6/1989,28.08,56,2011,763-12-5424,229-410-7907,Smyrna,30081,South,kflott,jZ_YE0yIB!v[l.>,Running
569664,Howard,Dodson,M,howard.dodson@gmail.com,2/25/1983,34.44,64,2007,264-99-3310,225-278-0032,Elmer,71424,South,hxdodson,e*Rz*6i.8V:]?,Running
939970,Merle,Britt,M,merle.britt@aol.com,11/14/1977,39.73,90,2009,314-35-7956,218-565-3209,Maple Plain,55578,Midwest,mrbritt,LkVH6<gqF#4!tb,Stop
848744,Hector,Bradley,M,hector.bradley@yahoo.com,10/9/1988,28.82,52,2013,657-36-7842,215-446-9901,Easton,18042,Northeast,hdbradley,7EupW/Z-llT,Stop
452230,Darnell,Spencer,M,darnell.spencer@aol.com,9/13/1969,47.9,76,1999,712-18-4439,212-201-2194,New York City,10069,Northeast,ddspencer,agF8bvM:!iCs$&A,Stop
930129,Janelle,William,F,janelle.william@hotmail.com,2/23/1971,46.46,59,2004,250-99-7390,907-713-8781,Atqasuk,99791,West,jzwilliam,Bxs@@&G3Sl.,Running
909139,Eula,Atkinson,F,eula.atkinson@hotmail.com,5/6/1963,54.27,52,2012,699-16-1135,270-896-2990,Slemp,41763,South,ehatkinson,C:F1B\m\I,Running
678436,Theresa,Bender,F,theresa.bender@gmail.com,2/27/1959,58.45,54,1982,632-31-4546,406-354-1359,Sonnette,59348,West,tmbender,4.[C3qdoo%pV,Stop
196011,Kimberley,Jacobson,F,kimberley.jacobson@gmail.com,10/1/1989,27.84,52,2010,064-02-7631,314-694-4397,Excelsior Springs,64024,Midwest,kcjacobson,Uq8pE_s[\M;Q6@5,Stop
